csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_liquid_dripper_lambda,lambda_liquid_dripper_fit,lambda_liquid_dripper_prior,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed
data/kinu29_light_20g_flow_profile.csv,light,8.00908939335163e-11,2162.3914750579106,900.0,1080.6243115694274,1081.7671634884832,449.76216916802196,450.237830831978,2.0,13.78580319503238,1.2288158304630985,105.25847693162869,129.47192884936075,135.0,0.20461082315375734,273.3702112464716,5.3,0.3848531305244085,2,0.18,3.0,74.6,74.61831605874454,0.01831605874454567,42.4,True,6.060560615049045e-05,True,0.04930244760809843,0.02,False,0.0,0.0,5.0,0.254075,3.14014
