raw_csv_path,stats_csv_path,particle_count,diameter_definition_hist,diameter_definition_model,hist_avg_diam_mm,hist_D10_mm,hist_D50_mm,hist_D90_mm,model_avg_diam_mm,model_D10_mm,model_D50_mm,model_D90_mm,model_Dv10_mm,model_Dv50_mm,model_Dv90_mm,model_Da10_mm,model_Da50_mm,model_Da90_mm,fines_num_lt_0p30mm,fines_num_lt_0p40mm,fines_num_lt_0p50mm,fines_vol_lt_0p30mm,fines_vol_lt_0p40mm,fines_vol_lt_0p50mm,aspect_ratio_mean,aspect_ratio_median,aspect_ratio_p90,roundness_mean,roundness_median,roundness_p10,recommended_D10_m,recommended_D50_m,recommended_D90_m,stats_avg_diam_mm,stats_std_diam_mm,stats_avg_surf_mm2,stats_std_surf_mm2,stats_eff_pct,stats_quality,hist_avg_diam_relerr_pct
/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/4:12/PSD_export_data.csv,/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/4:12/PSD_export_data_stats.csv,1941,diameter_hist_mm = (SHORT_AXIS + LONG_AXIS) / 10,diameter_eq_mm = sqrt(SHORT_AXIS * LONG_AXIS) / 5,1.76815887875832,0.5520801402675413,1.3342844882519196,3.623904381040569,1.659829941838887,0.5292567428401227,1.2865501965161372,3.3907747033618323,2.0279456919490166,4.509283261164744,7.297918207014372,1.3255453865237978,3.463223427878316,6.006963350795018,0.02369912416280268,0.05203503348789284,0.08500772797527048,4.147817749028347e-05,0.0001267941547077613,0.0003330272566924357,1.8811646337429688,1.6466566392081463,2.808702770926078,0.604760259157569,0.607291147522343,0.356036249314584,0.0005292567428401227,0.0012865501965161372,0.0033907747033618324,1.1510474774062054,0.5421560034929639,1.2714366373798147,1.1506897003571182,87.05019866054715,1.1049344032411366,53.61302756535521
