csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_wetbed_structure,wetbed_struct_gain_fit,wetbed_struct_rate_fit,wetbed_struct_rate_fixed,wetbed_impact_release_rate_fixed,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed
data/kinu_29_light/4:12/kinu29_light_20g_flow_profile.csv,light,1.437214373795872e-10,1261.3617072764516,1350.0,644.740840018782,616.6208672576696,690.0480084374329,659.9519915625671,2.0,15.406294386166389,1.5959745763579298,115.0639244024458,120.06670372429127,130.0,-1.3285158421345216,276.5204098843615,5.3,0.3848531305244085,2,0.18,3.0,,,,42.4,False,0.0,True,0.1244504999998848,0.06068366147200567,0.06068366147200567,0.3,False,0.0,0.0,5.0,0.254074546131474,3.1401416403754285
