csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_liquid_dripper_lambda,lambda_liquid_dripper_fit,lambda_liquid_dripper_prior,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed,fit_extraction,k_ext_slow_coef_fit,k_ext_fast_coef_fit,max_EY_fit,final_tds_gl_obs,final_tds_gl_pred,tds_error_gl
data/kinu_28_light/4:20/kinu28_light_20g_flow_profile.csv,light,1.437025577808407e-10,773.6423427568259,900.0,395.91631228073516,377.7260304760907,460.58063443492637,439.41936556507363,0.5,13.845838512051984,1.6922379252980155,110.06114508060034,118.56586992773764,120.0,0.23959500867898953,274.4041992739283,5.3,0.3848531305244085,2,0.18,3.0,,,,42.4,False,0.0,False,0.02,0.02,True,0.00041098950000096853,0.254075,3.14014,0.254075,3.14014,True,1.0372337105438214e-05,1.38e-06,0.3709980456768622,13.600000000000001,7.938976371517056,-5.661023628482946
