raw_csv_path,stats_csv_path,particle_count,diameter_definition_hist,diameter_definition_model,hist_avg_diam_mm,hist_D10_mm,hist_D50_mm,hist_D90_mm,model_avg_diam_mm,model_D10_mm,model_D50_mm,model_D90_mm,model_Dv10_mm,model_Dv50_mm,model_Dv90_mm,model_Da10_mm,model_Da50_mm,model_Da90_mm,fines_num_lt_0p30mm,fines_num_lt_0p40mm,fines_num_lt_0p50mm,fines_vol_lt_0p30mm,fines_vol_lt_0p40mm,fines_vol_lt_0p50mm,aspect_ratio_mean,aspect_ratio_median,aspect_ratio_p90,roundness_mean,roundness_median,roundness_p10,recommended_D10_m,recommended_D50_m,recommended_D90_m,stats_avg_diam_mm,stats_std_diam_mm,stats_avg_surf_mm2,stats_std_surf_mm2,stats_eff_pct,stats_quality,hist_avg_diam_relerr_pct
/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/kinu29_PSD_export_data.csv,/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/kinu29_PSD_export_data_stats.csv,4554,diameter_hist_mm = (SHORT_AXIS + LONG_AXIS) / 10,diameter_eq_mm = sqrt(SHORT_AXIS * LONG_AXIS) / 5,0.8775226730910908,0.3742410601314865,0.7227353125365727,1.610533254067717,0.84289269650443,0.3742410318509555,0.7046725639945928,1.5180789096653193,0.8058239062071395,1.6812470934731938,2.5854414729132054,0.6383076486422923,1.3446189622059965,2.374963406702674,0.052261747913921824,0.13219148001756698,0.23451910408432147,0.0010634704661570404,0.004445257406479359,0.01301504043229868,1.5285273193485396,1.372725761462126,2.232789662857763,0.7318090839385054,0.728477623378495,0.4478702231423385,0.00037424103185095545,0.0007046725639945927,0.0015180789096653194,0.8810224003862998,0.389281507070175,0.7286457288594825,0.6309529261195943,86.21464928587531,1.1548337422582473,-0.397234768795261
