csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_wetbed_structure,wetbed_struct_gain_fit,wetbed_struct_rate_fit,wetbed_struct_rate_fixed,wetbed_impact_release_rate_fixed,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed
data/kinu29_light_20g_flow_profile.csv,light,8.440511799370939e-11,1971.785740261615,2573.3873416655556,901.979155489769,1069.8065847718458,1286.6936708327778,1286.6936708327778,1.6,13.372015331672024,1.2347200263941727,106.05892162312396,132.1734296831573,135.0,1.4758198999444119,273.81101508801186,5.3,0.3848531305244085,2,0.18,3.0,74.6,74.64106753547564,0.04106753547564779,42.4,True,0.0005272734013457617,True,0.1891961914185212,0.06068366147200567,0.06068366147200567,0.3,False,0.0,0.0,5.0,0.254074546131474,3.1401416403754285
