case_label,point_count,volume_t2_corr,same_sign_fraction,early_volume_residual_mean_ml,early_t2_residual_mean_C,late_volume_residual_mean_ml,late_t2_residual_mean_C,max_abs_volume_residual_ml,max_abs_t2_residual_C,h1_status
kinu28 4:20,7,-0.8323489965736418,0.2857142857142857,-3.36309048399762,16.35777774047211,-0.48012775239737415,-4.370180106293919,10.800722159771896,32.85468183667309,not_supported
kinu29 4:12,7,-0.4852856171441461,0.5714285714285714,-8.321083135090477,9.907047715089504,-10.105236959422637,-4.683280746288016,16.65701598591348,24.39046564321403,partial
kinu29 4:11,7,0.017307787343582893,0.42857142857142855,-22.36590682605096,2.6085545707849036,-32.065119531823555,1.4416776987576156,33.91088111981467,8.914703451641827,not_supported
