shell_thickness_um,path_mult,tds_pct,tds_gap_pctpt,ey_pct,m_extracted_g,t2_rmse_C,M_sol_0_g,shell_fraction_abs,fast_path_um,slow_path_um
200.0,0.05,1.021905420097443,-0.3380945799025572,14.044991105654889,2.808998221130978,7.923079767135385,3.33845339204696,0.5268130348680486,4.9986209043497345,19.782406920348024
200.0,0.1,0.8800104831185493,-0.47998951688145075,12.087898837080328,2.4175797674160657,7.923234673861752,3.33845339204696,0.5268130348680486,9.997241808699469,39.56481384069605
200.0,0.2,0.7286453693133115,-0.6313546306866886,10.00777754818312,2.0015555096366238,7.922859702060259,3.33845339204696,0.5268130348680486,19.994483617398938,79.1296276813921
200.0,0.4,0.5995821896202947,-0.7604178103797054,8.238074147771759,1.6476148295543516,7.923430243344315,3.33845339204696,0.5268130348680486,39.988967234797876,158.2592553627842
200.0,0.7,0.5205710023151731,-0.839428997684827,7.153604126147379,1.4307208252294759,7.924058265875756,3.33845339204696,0.5268130348680486,69.98069266089627,276.9536968848723
200.0,1.0,0.4799200446829522,-0.880079955317048,6.594008748810872,1.3188017497621742,7.9233254671176,3.33845339204696,0.5268130348680486,99.97241808699468,395.64813840696047
300.0,0.05,1.1791044060957292,-0.1808955939042709,16.202490498862655,3.2404980997725312,7.923646966734992,3.5950562984259187,0.6894294705046623,7.492400759509135,12.037632469432577
300.0,0.1,1.0587604526336227,-0.30123954736637737,14.545268958537969,2.909053791707594,7.9217181932140095,3.5950562984259187,0.6894294705046623,14.98480151901827,24.075264938865153
300.0,0.2,0.9105864809298945,-0.4494135190701056,12.513737110378994,2.5027474220757986,7.923101994338517,3.5950562984259187,0.6894294705046623,29.96960303803654,48.15052987773031
300.0,0.4,0.7641929277563425,-0.5958070722436576,10.501959815235992,2.1003919630471986,7.923651528824452,3.5950562984259187,0.6894294705046623,59.93920607607308,96.30105975546061
300.0,0.7,0.6594841504074068,-0.7005158495925933,9.064037753259182,1.8128075506518364,7.924535126702686,3.5950562984259187,0.6894294705046623,104.89361063312788,168.52685457205607
300.0,1.0,0.5986109889185866,-0.7613890110814135,8.223301412977065,1.644660282595413,7.923073497573145,3.5950562984259187,0.6894294705046623,149.8480151901827,240.75264938865152
400.0,0.05,1.299599849826444,-0.060400150173556044,17.85047848274076,3.570095696548152,7.923771264401694,3.8313642934034995,0.8029799619301737,9.96681162529649,7.034732157563046
400.0,0.1,1.194875042180251,-0.16512495781974912,16.418110787848647,3.283622157569729,7.922622841292619,3.8313642934034995,0.8029799619301737,19.93362325059298,14.069464315126092
400.0,0.2,1.0547036539154764,-0.3052963460845237,14.488179737332853,2.8976359474665707,7.922635783328569,3.8313642934034995,0.8029799619301737,39.86724650118596,28.138928630252185
400.0,0.4,0.9001452519990272,-0.4598547480009729,12.374498066322342,2.4748996132644683,7.924179379587908,3.8313642934034995,0.8029799619301737,79.73449300237192,56.27785726050437
400.0,0.7,0.7781495017972898,-0.5818504982027103,10.69122403864955,2.13824480772991,7.9231768354079595,3.8313642934034995,0.8029799619301737,139.53536275415084,98.48625020588264
400.0,1.0,0.6996332942725362,-0.6603667057274639,9.612582859280378,1.9225165718560757,7.92389928216811,3.8313642934034995,0.8029799619301737,199.3362325059298,140.69464315126092
500.0,0.05,1.390485807832394,0.030485807832393963,19.10430281776047,3.8208605635520936,7.92348331875362,4.026506534132599,0.8795114096193142,12.387246272545859,3.9149183894759303
500.0,0.1,1.2964286332855104,-0.06357136671448971,17.807904192802837,3.561580838560568,7.923233275959598,4.026506534132599,0.8795114096193142,24.774492545091718,7.829836778951861
500.0,0.2,1.1585418247296901,-0.20145817527030996,15.920164634907312,3.1840329269814625,7.923445443576851,4.026506534132599,0.8795114096193142,49.548985090183436,15.659673557903721
500.0,0.4,0.9943054867215066,-0.36569451327849345,13.666422175582229,2.733284435116446,7.923608928938408,4.026506534132599,0.8795114096193142,99.09797018036687,31.319347115807442
500.0,0.7,0.8540124206069797,-0.5059875793930204,11.735037959271807,2.3470075918543616,7.924396054919445,4.026506534132599,0.8795114096193142,173.421447815642,54.80885745266301
500.0,1.0,0.7581496689077867,-0.6018503310922134,10.416748958640438,2.0833497917280877,7.923502573778427,4.026506534132599,0.8795114096193142,247.74492545091718,78.2983677895186
600.0,0.05,1.4596656784009958,0.09966567840099572,20.0476113228575,4.009522264571499,7.922801099977245,4.175928452018901,0.9294455321947712,14.747954151122169,2.058239164322651
600.0,0.1,1.3731831995216786,0.013183199521678457,18.865167401691128,3.7730334803382255,7.922195043830726,4.175928452018901,0.9294455321947712,29.495908302244338,4.116478328645302
600.0,0.2,1.238697063814006,-0.12130293618599408,17.01866610546675,3.4037332210933497,7.923205846875428,4.175928452018901,0.9294455321947712,58.991816604488676,8.232956657290604
600.0,0.4,1.0659603762624092,-0.29403962373759085,14.644687321178171,2.9289374642356343,7.92349630675058,4.175928452018901,0.9294455321947712,117.98363320897735,16.465913314581208
600.0,0.7,0.907820618344781,-0.4521793816552191,12.471873688115604,2.494374737623121,7.923711318912525,4.175928452018901,0.9294455321947712,206.47135811571036,28.81534830051711
600.0,1.0,0.7936780248733254,-0.5663219751266747,10.903757734434446,2.1807515468868894,7.924426940561479,4.175928452018901,0.9294455321947712,294.9590830224434,41.164783286453016
800.0,0.05,1.5092416572338765,0.1492416572338764,20.727091824507056,4.145418364901412,7.923371766237527,4.337601854788072,0.9804165768946814,18.726049983717722,0.4025419933194545
800.0,0.1,1.3775582212524675,0.01755822125246742,18.929106045632302,3.7858212091264605,7.923945804396258,4.337601854788072,0.9804165768946814,37.452099967435444,0.805083986638909
800.0,0.2,1.142953043431113,-0.21704695656888706,15.703970513089837,3.1407941026179675,7.924241178540309,4.337601854788072,0.9804165768946814,74.90419993487089,1.610167973277818
800.0,0.4,0.8649497353978786,-0.49505026460212154,11.884504489103156,2.376900897820631,7.923105245282515,4.337601854788072,0.9804165768946814,149.80839986974178,3.220335946555636
800.0,0.7,0.6793965690062562,-0.6806034309937439,9.333262034268122,1.8666524068536243,7.922362875332648,4.337601854788072,0.9804165768946814,262.1646997720481,5.635587906472362
800.0,1.0,0.5713826155900069,-0.7886173844099932,7.853613470876133,1.5707226941752266,7.924355280220867,4.337601854788072,0.9804165768946814,374.52099967435447,8.05083986638909
