csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_liquid_dripper_lambda,lambda_liquid_dripper_fit,lambda_liquid_dripper_prior,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed,fit_extraction,k_ext_slow_coef_fit,k_ext_fast_coef_fit,max_EY_fit,final_tds_gl_obs,final_tds_gl_pred,tds_error_gl
data/kinu_29_light/4:11/kinu29_light_20g_flow_profile.csv,light,8.092060759072301e-11,2353.1783700213637,1436.6113856946256,1175.9673423778654,1177.2110276434983,717.9260589794363,718.6853267151893,2.0,13.78621040820894,1.2290962372020104,105.25847693162869,129.37187326292386,135.0,0.10846069698229144,273.30881341310834,5.3,0.3848531305244085,2,0.18,3.0,74.6,74.61057961159841,0.01057961159841625,42.4,True,6.064315904747518e-05,True,0.049606107233640034,0.02,False,0.0,0.0,5.0,0.254075,3.14014,True,1.2170604811036674e-05,1.38e-06,0.37252513774040674,11.560000000000002,11.572248691623798,0.012248691623796049
