raw_csv_path,stats_csv_path,particle_count,diameter_definition_hist,diameter_definition_model,hist_avg_diam_mm,hist_D10_mm,hist_D50_mm,hist_D90_mm,model_avg_diam_mm,model_D10_mm,model_D50_mm,model_D90_mm,model_Dv10_mm,model_Dv50_mm,model_Dv90_mm,model_Da10_mm,model_Da50_mm,model_Da90_mm,fines_num_lt_0p30mm,fines_num_lt_0p40mm,fines_num_lt_0p50mm,fines_vol_lt_0p30mm,fines_vol_lt_0p40mm,fines_vol_lt_0p50mm,aspect_ratio_mean,aspect_ratio_median,aspect_ratio_p90,roundness_mean,roundness_median,roundness_p10,recommended_D10_m,recommended_D50_m,recommended_D90_m,stats_avg_diam_mm,stats_std_diam_mm,stats_avg_surf_mm2,stats_std_surf_mm2,stats_eff_pct,stats_quality,hist_avg_diam_relerr_pct
/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/PSD_export_data.csv,/Users/latteine/Documents/coding/pour-over/data/kinu_29_light/PSD_export_data_stats.csv,3799,diameter_hist_mm = (SHORT_AXIS + LONG_AXIS) / 10,diameter_eq_mm = sqrt(SHORT_AXIS * LONG_AXIS) / 5,1.6186462601725562,0.5459629747014649,1.274095089814812,3.0997625783826637,1.5262271254252227,0.517088294582641,1.2309163489997377,2.914190756176324,1.6888032982579009,4.185663165563593,6.60077701644566,1.2100518486599807,2.9832774624058667,5.729233409739256,0.028954988154777574,0.058173203474598575,0.09212950776520137,6.555296399425822e-05,0.00019715884140288325,0.0005096494391630288,1.8048389572776273,1.5946803837075856,2.7138684906654578,0.6207365313657786,0.6270849069297691,0.36847866896588,0.000517088294582641,0.0012309163489997376,0.002914190756176324,0.9762780023414891,0.47442627667999976,0.9253553441370461,0.8290354089283501,90.31730549603822,1.116183137862837,65.7976781501193
