path_mult,tds_pct,tds_gap_pctpt,ey_pct,m_extracted_g,t2_rmse_C,fast_path_um,slow_path_um,ext_bin_fast_path_mean_um,ext_bin_slow_path_mean_um
0.05,1.0219054118567048,-0.3380945881432953,14.044990975588194,2.808998195117639,7.923079758708246,4.998620904349736,19.782406920348024,4.84548066585264,20.701207292730874
0.06394020196998704,0.974987152467586,-0.38501284753241405,13.39590499306155,2.67918099861231,7.922648911664139,6.392256603910426,25.297821878790437,6.1964202483257,26.472787506395612
0.08176698855925468,0.9241532263969331,-0.435846773603067,12.690406976018455,2.538081395203691,7.9223388735156135,8.174443565960322,32.350956806612345,7.9240072433772495,33.8535075973497
0.10456395525912732,0.8697549645106027,-0.49024503548939735,11.953389914058404,2.3906779828116806,7.923243040002667,10.453511451995286,41.37053424274242,10.133252471063637,43.29200226334062
0.1337168083609858,0.8153759377373591,-0.544624062262641,11.203095935101373,2.2406191870202745,7.923342576465837,13.367992670723021,52.90480630174431,12.958444192253584,55.36198736806272
0.17099759466766967,0.7618056090963695,-0.5981943909036306,10.463418510075934,2.092683702015187,7.922937623016863,17.09504302598673,67.6548800023315,16.57131077739,70.79713307547604
0.21867241478865562,0.7099009895420194,-0.6500990104579807,9.756315761257726,1.9512631522515451,7.924815338536464,21.861210075344204,86.51733383208628,21.191459160274793,90.53565975483976
0.2796391673370284,0.6619579250795964,-0.6980420749204037,9.095793807421867,1.8191587614843734,7.923738773746501,27.95620375051648,110.6387159825678,27.09972357493405,115.77736740420964
0.35760369676497206,0.6181172398462238,-0.7418827601537763,8.49276160893795,1.6985523217875902,7.92310949559506,35.750506282442664,141.48523691250838,34.655235974242046,148.05656510757117
0.4573050519273263,0.5787174686006795,-0.7812825313993206,7.950907342744907,1.5901814685489815,7.923529075934999,45.71789184457349,180.93189247914503,44.31725575021194,189.33533351921272
0.5848035476425731,0.5435953306609892,-0.8164046693390109,7.470155564823444,1.4940311129646888,7.923752735281033,58.46422476368105,231.37643495857026,56.67308566848243,242.12278930546643
0.7478491389806213,0.5126563145942039,-0.8473436854057962,7.043378432473154,1.4086756864946308,7.923103465037047,74.76428678816968,295.88511964693106,72.4737708781029,309.62760099456284
0.9563524997900372,0.48492893443915497,-0.8750710655608451,6.659898655929791,1.331979731185958,7.922331581476705,95.60887194755212,378.37908620277125,92.67975094944931,395.95302686149836
1.2229874398215395,0.458960655321795,-0.9010393446782051,6.304177404778385,1.260835480955677,7.922489514201201,122.26501164898222,483.87270386048664,118.51923988471778,506.34633016303826
1.5639612781789323,0.4336452508705418,-0.9263547491294584,5.9557047900127325,1.1911409580025465,7.923518192797092,156.35299077397485,618.778368252065,151.56288271116398,647.5177323477282
2.0,0.40709689072377647,-0.9529031092762237,5.5939560618503155,1.1187912123700632,7.923454550612738,199.94483617398942,791.2962768139209,193.8192266341056,828.0482917092351
