ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,829.0,0.5445211504947178,11.98697792809484,22.01379674086897,9937.20470239062,36.5371
1,1162.0,0.1858853553714264,8.291836226914832,44.60725919127152,9635.113695675036,36.5371
2,337.0,0.42071750588845447,6.717927392940125,15.967786695144701,2263.9415314208227,36.5371
3,981.0,0.5377241741837023,12.958040947215595,24.097932675031178,12711.8381692185,36.5371
4,1271.0,0.6521604591507816,16.24333012221818,24.90695333380012,20645.27258533931,36.5371
5,5421.0,0.5335777945793266,30.343358004135474,56.86773008996414,164491.34374041838,36.5371
6,199.0,0.6405007656857574,6.369589267714738,9.944702034657345,1267.5482642752327,36.5371
7,893.0,0.6160458399729376,13.232969383957808,21.480494673154713,11817.041659874325,36.5371
8,915.0,0.594412397630979,13.157686670234941,22.135619517147838,12039.283303264972,36.5371
9,334.0,0.457866912908887,6.976987221459372,15.238024466834,2330.31373196743,36.5371
10,423.0,0.477620975754984,8.019308908911658,16.790110392943678,3392.1676684696304,36.5371
11,618.0,0.7853934308275691,12.429765445498328,15.826164260631874,7681.595045317967,36.5371
12,963.0,0.5730588116455163,13.25372040456479,23.128028284753604,12763.332749595895,36.5371
13,328.0,0.23170113677910004,4.918425163850088,21.227453745896945,1613.2434537428292,36.5371
14,393.0,0.39721433063053085,7.0491019719404635,17.746343543927143,2770.297074972602,36.5371
15,667.0,0.6167724127258486,11.44327805232734,18.553485558398027,7632.666460902336,36.5371
16,1201.0,0.5986567579369767,15.128139202921602,25.27013852654815,18168.895182708842,36.5371
17,520.0,0.31528100856729463,7.223965131113417,22.91278235863518,3756.461868178977,36.5371
18,495.0,0.3854028620157969,7.792649284156317,20.219489921268185,3857.3613956573768,36.5371
19,311.0,0.5633273129907673,7.467679361515126,13.256377223870766,2322.4482814312037,36.5371
20,248.0,0.6517192605818393,7.172675480431148,11.005774900725743,1778.8235191469248,36.5371
21,721.0,0.7819481607751961,13.396201680767632,17.131828365050573,9658.661411833462,36.5371
22,744.0,0.5826662792561557,11.746851371864327,20.160513470696486,8739.65742066706,36.5371
23,670.0,0.6348447661330735,11.635799702597577,18.328574674203946,7795.985800740377,36.5371
24,1185.0,0.5111920825972467,13.885972416473312,27.163903529025628,16454.877313520872,36.5371
25,820.0,0.2730479584027382,8.442118747136375,30.91808045927406,6922.537372651826,36.5371
26,353.0,0.4739881849497249,7.297870867379361,15.396735824023617,2576.1484161849144,36.5371
27,768.0,0.6785396925541827,12.879330933422962,18.98095435646828,9891.326156868834,36.5371
28,349.0,0.5735078606949696,7.98192172539298,13.91771982989141,2785.6906821621496,36.5371
29,1891.0,0.5212815599888254,17.71360717048509,33.98088198413313,33496.431159387306,36.5371
