csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_wetbed_structure,wetbed_struct_gain_fit,wetbed_struct_rate_fit,wetbed_impact_release_rate_fixed
data/kinu29_light_20g_flow_profile.csv,light,9.07634486854686e-11,3005.022443107838,2573.3873416655556,1352.2600993985268,1652.7623437093112,1286.6936708327778,1286.6936708327778,1.6,13.464994103272547,1.2474477566200386,105.75875486381324,132.1734296831573,135.0,1.375764313507517,273.6753841977165,5.3,0.3848531305244085,74.6,77.66947377803395,3.0694737780339523,42.4,True,0.10820393249936909,0.06068366147200567,0.3
