csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml
/Users/latteine/Documents/coding/pour-over/data/kinu29_light_20g_flow_profile.csv,light,7.900751333598102e-11,1291.7562166952491,581.2902975128621,645.5367533968141,646.2194632984349,290.49153902856636,290.7987584842957,2.0,13.700618088573703,1.2470098715301958,105.45858810450251,130.07226236798223,135.0,0.8754863813229576,274.4683612166245,5.3,0.3848531305244085,74.6,77.7086116378038,3.1086116378038042,42.4
