wetbed_struct_gain,wetbed_struct_rate,wetbed_impact_release_rate,rmse_ml,velocity_rmse_mlps,drain_time_error_s,brew_time_s,drain_time_s,chi_max,ey_pct,score
0.6,0.05,1.2,13.569941606234107,1.1814347470966493,-1.1827284105131355,107.00876095118899,133.81727158948686,0.179910381300105,10.902638601219408,15.436711999720131
0.6,0.16,1.2,13.378021144417554,1.2042481238274445,3.548185231539435,109.48685857321652,138.54818523153943,0.46003768740422657,10.97767896096769,15.468248148681875
0.3,0.1,1.2,13.597997846224205,1.180721590075164,-1.408010012515632,107.00876095118899,133.59198998748437,0.32367888031587067,10.899162397230251,15.481721032338202
1.0,0.1,1.8,13.409923935096705,1.2078599021738605,3.548185231539435,109.48685857321652,138.54818523153943,0.31054733100414716,10.979387355599119,15.50556860688065
0.6,0.05,1.8,13.635981486387779,1.1814391261816488,-1.633291614518157,106.78347934918648,133.36670838548184,0.1714005630515901,10.897753650376886,15.538803504821704
0.3,0.1,1.8,13.671917555402853,1.180604892806536,-1.8585732165206537,106.78347934918648,133.14142678347935,0.30989833382069276,10.895347231903923,15.59151075193431
1.0,0.1,1.2,13.5079573602647,1.2097789505388548,4.44931163954945,110.16270337922403,139.44931163954945,0.3244464254902134,10.99337338296602,15.678570717236937
0.3,0.05,0.6,13.762687322715227,1.1771364735928287,-2.309136420525647,106.55819774718398,132.69086357947435,0.19199426738689607,10.885165247285059,15.713122946746521
0.6,0.16,0.6,13.563895441328988,1.2057510563613791,4.899874843554443,110.38798498122654,139.89987484355444,0.4840732777487357,10.999611195297902,15.764512013355413
0.3,0.05,1.2,13.882202000418598,1.1778230939174834,-2.7596996245306684,106.33291614518149,132.24030037546933,0.17981635927699607,10.880606042726466,15.869712611257276
0.3,0.05,1.8,13.925063215875369,1.1779457964273048,-2.7596996245306684,106.33291614518149,132.24030037546933,0.17128859147457073,10.878033440451325,15.912757880478779
1.0,0.1,0.6,13.877948851848553,1.212389403360809,6.251564455569479,111.06382978723404,141.25156445556948,0.3440185009764172,11.020778687103101,16.196658113335324
0.0,0.1,1.2,14.301362741859403,1.1760359137096332,-4.111389236545676,105.65707133917397,130.88861076345432,0.3233150144411069,10.858546402208678,16.394327751347507
0.0,0.0,0.0,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.0,0.0,0.6,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.0,0.0,1.2,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.0,0.0,1.8,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.3,0.0,0.0,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.3,0.0,0.6,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.3,0.0,1.2,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.3,0.0,1.8,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.6,0.0,0.0,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.6,0.0,0.6,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
0.6,0.0,1.2,14.301332169490006,1.1760711760839495,-4.111389236545676,105.65707133917397,130.88861076345432,0.0,10.858129185766519,16.394350072539584
