t_s,h_mm,q_in_mlps,q_ext_mlps,q_bp_mlps,q_out_mlps,q_cup_mlps,v_in_ml,v_out_ml,v_bed_ml,v_cup_ml,sat,phi_eff,u_pore_mps,k_vals_m2,bypass_ratio,C_out_gl,T_bed_C,T_dripper_C,T_cup_C
167.90439132851583,0.09697286085762558,0.0,0.013150923868666026,0.0,0.013150923868666026,0.013155544395784785,301.151139521955,268.0849275173963,268.0790429010325,268.0709514478478,1.0,0.38,3.514338842748984,5.718200127858542e-11,0.0,3.554050783277237,91.29594055521386,23.0,91.34962334468358
168.0266814897165,0.09697286085762558,0.0,0.013150645385824009,0.0,0.013150645385824009,0.013155278858045856,301.151139521955,268.0865413676996,268.0806567513358,268.07256020901997,1.0,0.38,3.514264423409437,5.718196984110045e-11,0.0,3.5574096573163496,91.29285041414022,23.0,91.34653082043134
168.14897165091716,0.09697286085762558,0.0,0.013150366200829884,0.0,0.013150366200829884,0.013155012571869212,301.151139521955,268.0881551837705,268.0822705674067,268.074168937628,1.0,0.38,3.5141898164328498,5.718193840436764e-11,0.0,3.5607677113254717,91.2897604128841,23.0,91.34343843602836
168.27126181211784,0.09697286085762558,0.0,0.013150086316267011,0.0,0.013150086316267011,0.013154745539926481,301.151139521955,268.08976896552275,268.08388434915895,268.0757776335806,1.0,0.38,3.514115022509578,5.718190696838851e-11,0.0,3.564124944900895,91.28667055143927,23.0,91.34034619146342
168.3935519733185,0.09697286085762558,0.0,0.013149805734709722,0.0,0.013149805734709722,0.013154477764884443,301.151139521955,268.0913827128709,268.0854980965071,268.077386296787,1.0,0.38,3.514040042327563,5.718187553316456e-11,0.0,3.5674813576407325,91.28358082979929,23.0,91.3372540867255
168.51584213451918,0.09697286085762558,0.0,0.013149524458723465,0.0,0.013149524458723465,0.013154209249404778,301.151139521955,268.0929964257294,268.0871118093656,268.07899492715654,1.0,0.38,3.5139648765723726,5.718184409869728e-11,0.0,3.5708369491449217,91.28049124795791,23.0,91.33416212180398
168.63813229571983,0.09697286085762558,0.0,0.01314924249086472,0.0,0.01314924249086472,0.013153939996143824,301.151139521955,268.0946101040134,268.0887254876496,268.0806035245991,1.0,0.38,3.5138895259271794,5.7181812664988204e-11,0.0,3.574191719015214,91.27740180590882,23.0,91.3310702966885
168.7604224569205,0.09697286085762558,0.0,0.0131489598336811,0.0,0.0131489598336811,0.013153670007752362,301.151139521955,268.0962237476381,268.0903391312743,268.0822120890247,1.0,0.38,3.513813991072784,5.718178123203878e-11,0.0,3.577545666855169,91.27431250364566,23.0,91.32797861136893
168.88271261812116,0.09697286085762558,0.0,0.013148676489711362,0.0,0.013148676489711362,0.013153399286875408,301.151139521955,268.0978373565191,268.0919527401553,268.08382062034383,1.0,0.38,3.5137382726876236,5.718174979985055e-11,0.0,3.5808987922701494,91.27122334116211,23.0,91.32488706583544
169.00500277932184,0.09697286085762558,0.0,0.013148392461485402,0.0,0.013148392461485402,0.013153127836152021,301.151139521955,268.0994509305723,268.0935663142085,268.08542911846723,1.0,0.38,3.513662371447764,5.718171836842496e-11,0.0,3.5842510948673203,91.26813431845181,23.0,91.32179566007844
