csv_path,roast,k_fit,k_beta_fit,k_beta_prior_psd,k_beta_throat_fit,k_beta_deposition_fit,k_beta_throat_prior,k_beta_deposition_prior,tau_lag_s,rmse_ml,velocity_rmse_mlps,brew_time_s,drain_time_s,stop_flow_time_s,drain_time_error_s,v_out_final_ml,h_bed_cm,rho_bulk_dry_g_ml,axial_node_count,sat_rel_perm_residual_fit,sat_rel_perm_exp_fit,final_cup_temp_C,mixed_cup_temp_C,cup_temp_error_C,vessel_equivalent_ml,fit_server_cooling,server_cooling_lambda_fit,fit_liquid_dripper_lambda,lambda_liquid_dripper_fit,lambda_liquid_dripper_prior,fit_preferential_flow,pref_flow_coeff_fit,pref_flow_open_rate_fit,pref_flow_tau_decay_fit,pref_flow_open_rate_fixed,pref_flow_tau_decay_fixed,fit_extraction,k_ext_slow_coef_fit,k_ext_fast_coef_fit,max_EY_fit,final_tds_gl_obs,final_tds_gl_pred,tds_error_gl
data/kinu_27_light/4:12/kinu27_light_20g_flow_profile.csv,light,1.437025577808407e-10,884.786852569223,900.0,453.97605792288226,430.81079464634075,461.7817850075118,438.2182149924882,0.5,18.59873910711991,1.5940978925138871,125.06948304613675,132.37354085603113,125.0,9.058421211118372,290.4240749538423,5.3,0.3848531305244085,2,0.18,3.0,,,,42.4,False,0.0,False,0.02,0.02,True,3.9338388826025856e-05,0.254075,3.14014,0.254075,3.14014,True,2.579646704677229e-06,1.38e-06,0.3812176144421429,10.114999999999998,7.080479263016489,-3.0345207369835094
