ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,1836.0,0.5292143822834388,17.586411110204732,33.23116623233745,32288.650798335886,35.0371
1,519.0,0.4046375731745211,8.176018137750674,20.205780875975005,4243.353413492599,35.0371
2,1170.0,0.47086154276523645,13.242336062059975,28.123630535404278,15493.533192610174,35.0371
3,251.0,0.7269540438094065,7.621060385235145,10.483551814773648,1912.8861566940213,35.0371
4,655.0,0.5349207971865121,10.56064527553628,19.742446603462444,6917.222655476264,35.0371
5,498.0,0.5927993571766389,9.693789773073,16.352564583136854,4827.507306990355,35.0371
6,397.0,0.8138840026377278,10.141485479249575,12.460603042180331,4026.1697352620813,35.0371
7,302.0,0.47822124527908405,6.780207234808365,14.177971601515775,2047.6225849121263,35.0371
8,1131.0,0.20940413579815742,8.68258399908468,41.46328803865525,9820.002502964771,35.0371
9,1842.0,0.26818993865436513,12.53981464373862,46.757215079196335,23098.338573766534,35.0371
10,2030.0,0.272943194214087,13.280340721623087,48.65606105278616,26959.09166489487,35.0371
11,2007.0,0.46699207326844666,17.272432507827585,36.986564647530244,34665.77204320997,35.0371
12,2308.0,0.6199624868401425,21.34153591813151,34.42391494831595,49256.26489904752,35.0371
13,1593.0,0.29098017618581135,12.146877531043435,41.74469096233826,19349.975906952193,35.0371
14,1338.0,0.4254638256360157,13.461220579141038,31.638930898574472,18011.11313489071,35.0371
15,690.0,0.33876688339814237,8.625813885491452,25.46238817373951,5951.811580989102,35.0371
16,1941.0,0.5381402553651687,18.234152034840278,33.88364251335747,35392.48909962498,35.0371
17,183.0,0.3444073471586851,4.479059300334664,13.005121224289518,819.6678519612435,35.0371
18,1308.0,0.7647639957775743,17.84401799239942,23.332711909713407,23339.97553405844,35.0371
19,2471.0,0.40264131818896665,17.79592660586266,44.19796429712343,43973.73464308664,35.0371
20,1377.0,0.6574312155807162,16.97528968509573,25.820632307672334,23374.97389637682,35.0371
21,1114.0,0.7478064555674211,16.284043882393437,21.775746600151262,18140.42488498629,35.0371
22,1236.0,0.5785461683080886,15.087014572902183,26.077460018485535,18647.550012107098,35.0371
23,91.0,0.7729484717605231,4.731741724413375,6.121678090178533,430.5884969216171,35.0371
24,420.0,0.3249546804395073,6.591148662042729,20.283285820435257,2768.2824380579464,35.0371
25,2021.0,0.7339841490900886,21.72959144911045,29.60498735026958,43915.50431865222,35.0371
26,596.0,0.266767406405385,7.114011726950139,26.667469698826505,4239.950989262283,35.0371
27,1923.0,0.7186907585246016,20.974215988481514,29.183923321261883,40333.41734584996,35.0371
28,586.0,0.5380272918502209,10.017884603803017,18.61965880829676,5870.480377828567,35.0371
29,242.0,0.37166080773343985,5.35064490289562,14.396580945745496,1294.8560665007396,35.0371
30,566.0,0.4157317746970955,8.654458283447836,20.817408748112946,4898.423388431475,35.0371
31,345.0,0.6304143925765195,8.320466397662521,13.198408056098728,2870.5609071935696,35.0371
32,2059.0,0.42870538606464337,16.762265177632216,39.09973077666134,34513.50400074473,35.0371
33,2818.0,0.40581124952853775,19.07908746786328,47.01468352597156,53764.868484438724,35.0371
34,320.0,0.3758110938030206,6.187067453843906,16.463237929550917,1979.86158523005,35.0371
35,1911.0,0.7151839153258098,20.85759721359235,29.163962956424207,39858.86827517498,35.0371
36,614.0,0.48780433172296833,9.764096781821074,20.016420820482292,5995.15542403814,35.0371
37,480.0,0.2956768092449305,6.721315996068872,22.73196877777831,3226.231678113059,35.0371
38,783.0,0.37259635947048036,9.636631415554424,25.86346100978988,7545.482398379115,35.0371
39,748.0,0.735823593045754,13.236181596933417,17.988253872297875,9900.663834506197,35.0371
40,1394.0,0.553439243885524,15.67080931945753,28.315320051100233,21845.108191323798,35.0371
41,691.0,0.4421734109986252,9.861895567119609,22.303230637154414,6814.569836879649,35.0371
42,288.0,0.669035394289875,7.831516270830908,11.705683044083797,2255.4766859993015,35.0371
43,516.0,0.6029391650993071,9.951456800968955,16.50491024136722,5134.951709299981,35.0371
44,703.0,0.7397687920487859,12.86621277453302,17.3922080963974,9044.947580496713,35.0371
45,336.0,0.7142284819311902,8.74003727465508,12.237032680386875,2936.652524284106,35.0371
46,423.0,0.4007575539033821,7.345749359298097,18.329659136179554,3107.2519789830953,35.0371
47,1832.0,0.2220419332677795,11.379031464579935,51.24721847407526,20846.38564311044,35.0371
48,823.0,0.5868238727233152,12.398777537819244,21.12861816660484,10204.193913625237,35.0371
49,1138.0,0.6449910517186043,15.285267356585027,23.698417700302706,17394.63425179376,35.0371
50,166.0,0.5370777791949287,5.327184029427293,9.91883156553723,884.3125488849307,35.0371
51,1333.0,0.24564390587131232,10.209233467713386,41.56111030518212,13608.908212461942,35.0371
52,650.0,0.4039207907905107,9.141760640788306,22.632557791583412,5942.144416512399,35.0371
53,218.0,0.5942290199020818,6.421407620521057,10.806284118502305,1399.8668612735908,35.0371
54,499.0,0.34111049051097,7.3607636739615065,21.578825274283925,3673.021073306792,35.0371
55,743.0,0.7653954692137498,13.454340485710407,17.57828603235833,9996.574980882831,35.0371
56,739.0,0.4054735590253829,9.766266080302476,24.086073833709833,7217.27063334353,35.0371
57,815.0,0.2761375753095676,8.463823954738364,30.65075060954629,6898.016523111768,35.0371
